customer_no,owner_indic,acct_type,utilization,utilization_count
9649,1,10,High,2
9649,1,10,Low,2
9650,1,10,Low,3
9651,1,5,High,1
9651,1,6,Low,1
9651,1,10,Low,3
9652,1,1,High,1
9652,1,10,High,1
9653,1,10,Low,3
9653,1,13,Low,2
9654,1,1,High,2
9654,1,5,High,1
9654,1,6,Low,2
9654,1,10,High,1
9654,1,10,Low,5
9654,1,13,Low,2
9655,1,2,High,1
9655,1,6,Low,2
9655,1,10,High,1
9655,1,10,Low,3
9655,1,13,Low,3
9655,4,1,High,1
9656,1,6,Low,5
9656,1,10,High,1
9656,1,10,Low,2
9656,1,13,Low,1
9657,1,5,High,1
9657,1,6,Low,6
9657,1,10,Low,6
9657,1,13,Low,2
9657,2,10,High,1
9657,4,13,Low,1
9657,4,32,High,1
9658,1,10,High,2
9658,1,10,Low,4
9659,1,5,High,1
9659,1,5,Low,2
9659,1,6,Low,7
9659,1,10,High,1
9659,1,10,Low,2
9659,4,2,High,1
9659,4,17,High,1
9660,1,10,Low,2
9660,4,1,High,1
9661,1,6,Low,5
9662,1,1,High,2
9662,1,6,Low,2
9663,1,0,High,1
9663,1,1,High,1
9663,1,5,High,1
9663,1,10,High,2
9663,1,13,Low,2
9664,1,6,Low,1
9664,1,10,High,1
9664,1,51,High,1
9664,4,2,High,1
9665,1,6,High,1
9665,1,10,High,1
9665,1,10,Low,1
9665,1,13,Low,1
9666,1,5,Low,1
9666,1,6,Low,7
9666,1,10,High,3
9666,1,10,Low,1
9666,1,13,Low,1
9667,1,5,High,1
9667,1,6,Low,1
9667,1,10,High,6
9667,1,10,Low,6
9667,3,2,High,1
9668,1,2,High,1
9668,1,5,High,2
9668,1,6,Low,2
9668,1,10,High,1
9668,1,10,Low,6
9668,1,13,Low,1
9668,1,32,High,1
9669,1,5,High,1
9669,1,10,Low,1
9669,4,1,High,1
9670,1,10,Low,2
9671,1,10,Low,2
9672,1,0,High,1
9672,1,1,Low,1
9672,1,2,High,1
9672,1,7,Low,3
9672,1,10,Low,2
9672,4,1,High,1
9673,1,1,High,1
9673,1,1,Low,1
9673,1,10,Low,1
9674,1,10,Low,2
9675,1,0,High,1
9675,1,6,Low,1
9675,1,10,High,1
9675,1,10,Low,2
9675,1,13,Low,1
9675,3,1,High,1
9675,3,17,High,1
9675,4,1,High,2
9675,4,3,High,1
9676,1,1,High,1
9676,1,6,Low,6
9676,1,10,High,1
9676,1,10,Low,3
9677,1,10,High,1
9677,1,10,Low,2
9678,1,10,High,2
9678,1,10,Low,12
9678,2,10,High,1
9679,1,10,Low,10
9680,1,1,High,2
9680,1,5,High,1
9680,1,7,High,2
9680,1,10,Low,2
9680,4,7,High,4
9681,1,5,High,1
9681,1,5,Low,1
9681,1,6,Low,1
9681,1,10,Low,3
9682,1,10,Low,2
9682,1,13,Low,1
9683,1,10,High,1
9683,1,10,Low,1
9684,1,2,High,1
9684,1,5,High,1
9684,1,5,Low,3
9684,1,6,Low,4
9684,1,10,Low,6
9684,1,13,Low,1
9685,1,10,High,2
9685,1,13,Low,1
9686,1,5,High,1
9686,1,7,Low,1
9686,1,10,Low,2
9686,1,13,Low,1
9687,1,3,High,1
9687,1,5,High,1
9687,1,10,Low,1
9687,4,1,High,1
9687,4,2,High,1
9688,1,1,High,1
9688,1,5,High,1
9688,1,6,Low,2
9688,1,10,High,2
9688,1,10,Low,1
9688,1,32,High,1
9688,4,1,High,1
9688,4,5,High,2
9689,1,1,High,2
9689,1,10,High,1
9689,1,10,Low,1
9690,1,5,High,2
9690,1,10,Low,3
9690,4,13,Low,1
9691,1,10,High,1
9691,1,10,Low,5
9691,1,12,High,1
9692,1,0,High,1
9692,1,5,High,1
9692,1,10,Low,2
9693,1,10,Low,2
9694,1,10,High,2
9694,1,10,Low,1
9695,1,10,High,7
9696,1,6,Low,3
9696,1,10,High,2
9696,1,10,Low,1
9697,1,0,High,1
9697,1,5,High,1
9697,1,6,Low,2
9697,1,10,High,1
9697,1,10,Low,2
9697,4,6,Low,1
9698,1,1,High,1
9698,1,3,High,1
9698,1,10,High,1
9698,1,10,Low,2
9699,1,6,Low,3
9699,1,10,Low,3
9700,1,1,High,1
9700,1,5,High,3
9700,1,6,Low,1
9700,1,8,High,1
9700,1,10,High,4
9700,1,10,Low,8
9700,1,51,High,1
9700,3,8,High,1
9701,1,10,Low,2
9701,1,12,High,1
9701,3,1,High,1
9701,4,5,High,1
9702,1,5,Low,1
9702,1,6,High,1
9702,1,6,Low,2
9702,1,10,High,2
9702,1,10,Low,1
9703,1,0,Low,3
9703,1,5,High,2
9703,1,5,Low,1
9703,1,6,Low,9
9703,1,10,High,2
9703,1,10,Low,2
9704,1,10,Low,1
9704,4,3,High,1
9705,1,5,High,1
9705,1,10,High,2
9705,1,10,Low,3
9706,1,1,High,2
9706,1,10,High,1
9706,1,10,Low,2
9707,1,10,High,2
9707,1,10,Low,2
9708,1,10,Low,3
9709,1,10,Low,2
9710,1,6,Low,2
9710,1,10,High,3
9710,1,10,Low,2
9711,1,0,High,1
9711,1,5,High,1
9711,1,10,High,1
9711,1,10,Low,8
9711,4,52,High,1
9712,1,5,Low,2
9712,1,6,Low,1
9712,1,10,Low,2
9712,4,13,Low,1
9713,1,10,High,2
9713,1,10,Low,2
9713,1,13,Low,1
9714,1,0,High,1
9714,1,5,Low,2
9714,1,10,High,2
9714,4,1,High,1
9715,1,1,High,2
9715,1,10,High,3
9715,1,10,Low,1
9716,1,6,Low,2
9716,1,10,High,3
9716,1,10,Low,1
9716,1,32,High,1
9717,1,2,High,1
9717,1,5,Low,1
9717,1,6,Low,1
9717,1,7,High,1
9717,1,7,Low,1
9717,1,10,Low,3
9717,1,13,Low,1
9718,1,6,Low,1
9718,1,10,High,1
9718,1,10,Low,4
9719,1,2,High,1
9719,1,10,High,1
9719,1,10,Low,5
9720,1,1,High,6
9720,1,6,Low,1
9720,1,10,High,4
9720,1,10,Low,4
9720,1,15,High,5
9721,1,1,High,1
9721,1,10,High,1
9721,1,10,Low,1
9721,1,13,Low,1
9722,1,10,Low,3
9722,1,13,Low,1
9723,1,1,High,1
9723,1,1,Low,1
9723,1,5,Low,1
9723,1,10,High,2
9723,1,13,Low,1
9724,1,1,High,1
9724,1,6,Low,1
9724,1,10,High,1
9724,1,10,Low,2
9724,1,54,High,1
9724,4,1,High,1
9725,1,6,Low,5
9725,1,10,High,4
9725,1,10,Low,2
9725,1,13,Low,1
9725,4,2,High,1
9726,1,10,Low,2
9727,1,0,High,1
9727,1,5,Low,1
9727,1,10,High,1
9727,1,10,Low,1
9727,1,13,Low,1
9728,1,2,High,1
9728,1,10,Low,1
9729,1,10,Low,1
9730,1,5,High,4
9730,1,10,Low,7
9730,1,13,Low,2
9730,2,10,Low,1
9730,4,2,High,1
9731,1,6,Low,2
9731,1,10,High,3
9731,1,13,Low,1
9731,1,32,High,1
9732,1,1,High,1
9732,1,6,Low,1
9732,1,10,Low,3
9733,1,10,Low,2
9734,1,10,Low,1
9735,1,5,High,3
9735,1,10,High,3
9736,1,10,High,3
9736,1,10,Low,2
9736,4,1,High,1
9737,1,5,High,3
9737,1,6,Low,1
9737,1,10,High,4
9737,1,10,Low,4
9737,1,13,Low,1
9738,1,1,High,1
9738,1,5,High,3
9738,1,5,Low,2
9738,1,6,Low,2
9738,1,10,High,6
9738,1,10,Low,3
9738,2,10,High,1
9739,1,1,High,1
9739,1,6,High,1
9739,1,6,Low,2
9739,1,10,High,1
9739,1,10,Low,1
9740,1,10,Low,8
9741,1,1,High,1
9741,1,2,High,1
9741,1,3,High,1
9741,1,5,High,7
9741,1,5,Low,1
9741,1,6,High,1
9741,1,6,Low,6
9741,1,10,High,7
9741,1,10,Low,18
9741,1,51,High,1
9741,2,10,High,2
9741,2,10,Low,2
9741,4,3,High,1
9742,1,5,Low,1
9742,1,6,Low,5
9742,1,10,High,3
9742,1,10,Low,3
9742,4,2,High,1
9743,1,10,High,3
9743,1,10,Low,3
9743,1,13,Low,1
9744,1,5,High,1
9744,1,6,Low,3
9744,1,10,Low,2
9744,1,13,Low,2
9745,1,5,High,12
9745,1,5,Low,1
9745,1,10,High,14
9745,1,10,Low,8
9746,1,6,Low,5
9746,1,10,High,1
9746,1,13,Low,2
9747,1,1,High,2
9747,1,5,High,4
9747,1,5,Low,1
9747,1,6,Low,3
9747,1,10,High,4
9747,1,10,Low,1
9747,2,10,High,1
9747,4,35,Low,1
9748,1,6,Low,1
9748,1,10,Low,2
9748,4,13,Low,1
9749,1,0,High,1
9749,1,1,High,2
9749,1,1,Low,1
9749,1,2,High,2
9749,1,3,High,1
9749,1,9,High,1
9749,1,10,High,3
9749,1,10,Low,8
9749,2,10,High,1
9749,2,10,Low,1
9749,3,1,High,1
9750,1,1,High,2
9750,1,6,Low,4
9750,1,10,High,5
9750,1,10,Low,4
9750,1,13,Low,2
9750,2,10,High,1
9751,1,10,Low,2
9752,1,2,High,1
9752,1,10,Low,1
9752,3,1,High,1
9752,4,2,High,1
9752,4,35,Low,1
9753,1,10,High,1
9753,1,10,Low,1
9754,1,1,High,1
9754,1,5,High,2
9754,1,5,Low,1
9754,1,6,Low,14
9754,1,7,Low,1
9754,1,10,High,2
9754,1,10,Low,4
9754,1,13,Low,1
9754,1,32,High,1
9755,1,5,High,1
9755,1,6,Low,1
9755,1,10,Low,2
9756,1,0,High,1
9756,1,10,Low,2
9757,1,1,High,1
9757,1,10,High,1
9758,1,5,High,3
9758,1,10,High,1
9758,1,10,Low,2
9759,1,1,High,2
9759,1,10,High,8
9759,1,10,Low,3
9759,1,13,Low,2
9759,2,10,Low,1
9760,1,10,Low,4
9761,1,1,High,1
9761,1,10,Low,1
9762,1,0,Low,1
9762,1,5,Low,3
9762,1,6,Low,1
9762,1,10,Balanced,1
9762,1,10,High,4
9762,1,10,Low,16
9762,2,10,High,1
9763,1,10,High,1
9763,1,10,Low,1
9764,1,10,High,1
9764,1,10,Low,1
9765,1,10,Low,3
9766,1,5,High,1
9766,1,6,Low,1
9766,1,10,High,1
9766,1,13,Low,1
9767,1,6,Low,1
9767,1,10,Low,3
9768,1,0,High,1
9768,1,10,Low,2
9768,3,1,High,1
9769,1,10,Low,3
9769,1,13,Low,1
9770,1,5,Low,1
9770,1,6,Low,2
9770,1,7,High,2
9770,1,7,Low,2
9770,1,10,Low,3
9771,1,1,High,2
9771,1,5,Low,1
9771,1,6,Low,13
9771,1,10,High,2
9771,1,10,Low,1
9772,1,5,Low,1
9772,1,6,Low,1
9772,1,10,High,1
9772,1,10,Low,2
9772,1,13,Low,1
9773,1,10,Low,2
9774,1,1,High,1
9774,1,5,High,2
9774,1,6,Low,5
9774,1,10,High,1
9774,1,10,Low,1
9774,4,2,High,1
9775,1,5,High,2
9775,1,7,Low,5
9775,1,10,High,1
9775,1,10,Low,1
9775,1,13,Low,1
9776,1,5,High,1
9776,1,6,Low,2
9776,1,10,Low,5
9777,4,2,High,1
9778,1,5,High,1
9778,1,10,High,3
9778,1,10,Low,6
9778,1,12,High,1
9779,1,1,High,1
9779,1,10,High,2
9779,1,10,Low,1
9779,4,2,High,1
9780,1,1,High,1
9780,1,5,High,1
9780,1,10,High,1
9780,1,10,Low,1
9780,1,13,Low,1
9781,1,10,Low,2
9782,1,10,High,1
9782,1,10,Low,1
9783,1,6,Low,3
9783,1,10,Low,2
9784,1,7,Low,2
9784,1,10,Low,2
9785,1,0,High,1
9785,1,10,Low,2
9785,1,13,Low,1
9786,1,10,High,1
9786,1,10,Low,1
9787,1,6,Low,1
9787,1,10,Low,3
9787,1,12,High,1
9788,1,0,Low,1
9788,1,5,High,3
9788,1,5,Low,1
9788,1,6,Low,1
9788,1,10,High,6
9788,1,10,Low,3
9788,1,15,Low,1
9788,4,13,Low,1
9789,1,6,Low,1
9789,1,10,High,5
9789,1,10,Low,9
9790,1,10,Low,2
9791,1,10,High,2
9791,1,10,Low,1
9792,1,0,High,1
9792,1,5,High,4
9792,1,10,High,2
9792,1,10,Low,2
9792,1,13,Low,1
9793,1,2,High,1
9793,1,10,High,3
9793,1,10,Low,5
9793,1,13,Low,1
9794,1,1,High,1
9794,1,3,High,1
9794,1,10,Low,3
9794,3,1,High,1
9794,4,1,High,2
9794,4,2,High,1
9795,1,1,High,1
9795,1,1,Low,1
9795,1,6,Low,1
9795,1,10,High,2
9795,1,10,Low,3
9795,1,13,Low,1
9796,1,5,High,2
9796,1,6,Low,1
9796,1,10,Low,2
9796,1,13,Low,2
9797,1,6,Low,2
9797,1,10,High,2
9797,1,10,Low,2
9798,1,5,High,4
9798,1,6,Low,1
9798,1,10,High,1
9798,1,10,Low,2
9799,1,5,Low,1
9799,1,10,Low,2
9800,1,5,High,1
9800,1,10,High,1
9800,1,10,Low,1
9800,1,13,Low,2
9801,1,5,High,1
9801,1,10,Low,7
9801,1,13,Low,1
9802,1,1,High,1
9802,1,6,Low,3
9802,1,10,High,1
9802,1,10,Low,5
9802,1,13,Low,1
9803,1,6,Low,5
9803,1,10,Low,1
9803,1,13,Low,2
9804,1,5,Low,2
9804,1,6,Low,2
9804,1,10,High,2
9804,1,10,Low,4
9805,1,0,Low,1
9805,1,5,Low,1
9805,1,6,Low,3
9806,1,10,Low,3
9807,1,5,High,1
9807,1,10,High,2
9807,1,10,Low,2
9808,1,0,High,1
9808,1,1,High,2
9808,1,5,High,1
9808,1,10,Low,1
9809,1,6,Low,1
9809,1,10,High,1
9809,1,13,Low,1
9810,1,1,High,1
9810,1,6,Low,1
9810,1,10,High,1
9810,1,10,Low,2
9811,1,6,Low,3
9811,1,7,High,1
9811,1,10,High,1
9811,1,10,Low,1
9811,1,13,Low,1
9812,1,2,High,1
9812,1,10,Low,3
9813,1,1,High,1
9813,1,6,Low,1
9813,1,10,Low,1
9813,1,13,Low,1
9814,1,6,Low,4
9814,1,10,High,1
9814,1,10,Low,2
9814,1,12,High,1
9815,1,1,High,1
9815,1,10,High,1
9815,1,10,Low,1
9815,1,13,Low,1
9816,1,10,High,1
9816,1,10,Low,1
9817,1,10,Low,2
9817,1,17,High,1
9818,1,10,High,1
9818,1,10,Low,8
9818,1,15,High,2
9819,1,5,High,2
9819,1,5,Low,4
9819,1,6,Low,2
9819,1,10,High,1
9819,1,10,Low,5
9819,4,1,High,1
9820,1,5,Low,2
9820,1,6,Low,4
9820,1,10,Low,6
9821,1,1,High,1
9821,1,10,Low,1
9821,1,15,Low,1
9822,1,1,High,1
9822,1,10,High,4
9822,1,10,Low,1
9823,1,5,High,1
9823,1,10,High,1
9823,1,10,Low,3
9824,1,5,Low,1
9824,1,10,Low,2
9824,1,13,Low,1
9824,4,5,Low,1
9825,1,10,High,1
9825,1,10,Low,1
9825,4,2,High,1
9826,1,5,High,1
9826,1,6,Low,1
9826,1,10,High,1
9826,1,10,Low,4
9827,1,6,Low,3
9827,1,10,High,1
9827,1,10,Low,3
9827,1,12,High,2
9827,1,15,High,1
9827,1,54,Low,1
9827,2,10,High,1
9828,1,5,High,1
9828,1,10,Low,4
9828,1,13,Low,1
9829,1,0,High,2
9829,1,2,High,2
9829,1,5,High,1
9829,1,7,High,2
9829,1,10,High,1
9829,1,10,Low,3
9829,1,13,Low,2
9829,4,2,High,2
9829,4,3,High,2
9830,1,1,High,2
9830,1,10,Low,1
9830,3,17,High,1
9831,1,10,Low,2
9832,1,0,High,2
9832,1,1,High,1
9832,1,6,Low,1
9832,1,7,High,1
9832,1,10,Low,2
9833,1,10,Low,3
9833,1,13,Low,1
9834,1,0,Low,1
9834,1,5,High,2
9834,1,6,Low,2
9835,1,10,High,1
9835,1,10,Low,4
9836,1,10,Low,5
9837,1,6,Low,1
9837,1,10,Low,1
9838,1,10,Low,2
9839,1,0,High,1
9839,1,1,High,2
9839,1,6,Low,3
9839,1,10,High,6
9839,1,10,Low,9
9839,2,10,High,1
9839,4,2,High,2
9840,1,10,Low,3
9841,1,1,High,1
9841,1,10,High,1
9841,1,10,Low,5
9841,1,13,Low,3
9842,1,0,High,1
9842,1,10,Low,2
9842,1,13,Low,1
9842,4,2,High,1
9843,1,5,High,2
9843,1,10,High,1
9843,1,10,Low,2
9844,1,6,Low,2
9844,1,10,High,2
9845,1,5,Low,1
9846,1,10,Low,3
9846,1,59,High,1
9847,1,1,High,2
9847,1,5,High,4
9847,1,6,Low,1
9847,1,10,High,9
9847,1,10,Low,5
9847,2,10,High,2
9847,3,51,High,1
9847,4,51,High,3
9848,1,1,High,1
9848,1,10,High,1
9848,1,10,Low,1
9849,1,6,Low,2
9849,1,10,Low,4
9850,1,5,High,2
9850,1,6,Low,2
9850,1,10,High,1
9850,1,10,Low,1
9850,1,13,Low,1
9850,4,1,High,1
9851,1,0,Low,1
9851,1,5,Low,2
9851,1,10,High,2
9851,1,10,Low,2
9851,4,5,High,1
9852,1,10,Low,4
9852,4,2,High,1
9852,4,5,High,1
9853,1,0,High,2
9853,1,0,Low,1
9853,1,1,High,1
9853,1,5,High,1
9853,1,5,Low,1
9853,1,10,High,2
9853,1,10,Low,14
9853,1,13,Low,1
9854,1,6,Low,3
9854,1,10,High,2
9855,1,6,Low,1
9855,1,10,Low,2
9856,1,1,High,1
9856,1,3,High,1
9856,1,10,Low,2
9856,1,13,Low,2
9857,1,10,High,1
9857,1,10,Low,1
9858,1,5,High,1
9858,1,6,Low,5
9858,1,10,High,1
9858,1,10,Low,3
9858,1,13,Low,1
9859,1,1,High,1
9859,1,10,Low,4
9860,1,0,Low,1
9860,1,6,Low,2
9860,1,10,Low,1
9861,1,5,High,1
9861,1,6,Low,2
9861,1,10,Low,1
9861,1,17,High,1
9861,4,17,High,1
9862,1,1,High,1
9862,1,2,High,1
9862,1,5,High,1
9862,1,5,Low,1
9862,1,10,High,1
9862,1,10,Low,2
9862,1,13,Low,3
9863,1,1,High,1
9863,1,5,High,1
9863,1,6,Low,3
9863,1,10,Low,3
9864,1,5,Low,2
9864,1,6,Low,12
9864,1,10,High,3
9864,1,10,Low,16
9864,1,13,Low,2
9864,1,51,High,1
9865,1,10,Low,2
9866,1,10,High,1
9866,1,10,Low,3
9867,1,5,High,1
9867,1,10,High,1
9867,1,10,Low,1
9867,1,13,Low,1
9868,1,6,Low,2
9868,1,10,Low,5
9868,4,2,High,1
9869,1,0,High,1
9869,1,6,Low,3
9869,1,7,High,6
9869,1,10,High,3
9870,1,2,High,1
9870,1,10,High,2
9870,1,10,Low,2
9870,4,2,High,2
9871,1,6,Low,1
9871,1,10,High,2
9871,1,10,Low,1
9872,1,1,High,4
9872,1,5,Low,1
9872,1,10,High,1
9872,1,13,Low,3
9873,1,10,Low,3
9873,1,13,Low,1
9874,1,5,High,1
9874,1,10,High,1
9874,1,10,Low,5
9875,1,5,High,1
9875,1,6,Low,1
9875,1,7,High,2
9875,1,10,Low,1
9875,4,2,High,1
9876,1,0,High,1
9876,1,5,High,2
9876,1,5,Low,2
9876,1,6,Low,1
9876,1,10,Low,3
9876,1,13,Low,1
9877,1,5,High,1
9877,1,5,Low,1
9877,1,10,Low,1
9878,1,1,Low,1
9878,1,10,High,1
9878,1,10,Low,2
9879,1,1,High,3
9879,1,5,High,2
9879,1,6,Low,3
9879,1,10,High,1
9879,1,10,Low,3
9880,1,5,High,3
9880,1,7,Low,5
9880,1,10,High,3
9880,1,10,Low,3
9881,1,5,Low,2
9881,1,6,Low,3
9881,1,10,High,2
9881,1,10,Low,5
9881,4,2,High,1
9882,1,10,High,3
9882,1,10,Low,3
9883,1,5,High,2
9883,1,10,High,1
9883,1,10,Low,2
9883,1,13,Low,1
9884,1,10,High,1
9885,1,0,High,1
9885,1,10,High,1
9885,4,2,High,1
9885,4,17,High,1
9886,1,5,High,1
9886,1,10,Low,3
9887,1,1,High,1
9887,1,6,Low,3
9887,1,10,High,3
9887,1,13,Low,1
9887,4,2,High,1
9888,1,5,High,1
9888,1,10,Low,3
9889,1,0,Low,1
9889,1,1,High,1
9889,1,1,Low,1
9889,1,5,High,4
9889,1,5,Low,1
9889,1,10,High,8
9889,1,10,Low,7
9889,2,10,Low,1
9890,1,1,High,1
9890,1,7,High,2
9890,1,10,Low,4
9890,1,13,Low,1
9890,1,53,High,1
9891,1,5,High,1
9891,1,6,High,1
9891,1,6,Low,8
9891,1,10,High,1
9891,1,10,Low,2
9892,1,0,High,1
9892,1,5,Low,1
9892,1,10,Low,3
9892,1,13,Low,1
9892,4,13,Low,1
9893,1,0,Low,1
9893,1,1,Low,1
9893,1,6,Low,1
9893,1,7,Low,2
9893,1,10,Low,1
9894,1,5,High,1
9894,1,10,Low,2
9895,1,10,Low,2
9896,1,5,Low,1
9896,1,6,Low,3
9896,1,10,High,1
9896,1,10,Low,1
9896,1,13,Low,1
9896,2,10,High,2
9896,2,10,Low,1
9897,1,6,Low,4
9897,1,10,Low,3
9898,1,1,Low,1
9899,1,10,Low,2
9900,1,0,High,2
9900,1,1,High,3
9900,1,6,High,1
9900,1,7,High,1
9900,1,10,High,2
9900,1,53,High,1
9901,1,0,High,1
9901,1,5,High,3
9901,1,10,High,3
9901,1,10,Low,1
9901,1,13,Low,1
9902,1,0,High,1
9902,1,5,High,2
9902,1,8,High,1
9902,1,10,High,1
9902,1,10,Low,3
9903,1,0,High,1
9903,1,1,High,1
9903,1,5,High,1
9903,1,10,High,2
9903,1,10,Low,4
9903,1,32,High,2
9904,1,10,Low,1
9905,1,5,High,1
9905,1,10,High,1
9905,1,10,Low,1
9906,1,9,High,1
9906,1,10,High,6
9906,1,10,Low,12
9906,1,13,Low,1
9906,4,0,High,1
9906,4,2,High,1
9906,4,12,Low,1
9907,1,1,High,1
9907,1,10,High,4
9907,1,10,Low,1
9907,1,13,Low,1
9907,4,1,High,1
9907,4,1,Low,1
9908,1,1,High,1
9908,1,6,Low,10
9908,1,10,Low,1
9909,1,0,High,1
9909,1,6,Low,4
9909,1,10,High,1
9909,1,10,Low,4
9910,1,10,Low,2
9910,1,13,Low,1
9911,1,6,Low,3
9911,1,7,Low,1
9911,1,10,High,1
9911,1,10,Low,1
9912,1,10,High,1
9912,1,10,Low,1
9912,1,13,Low,1
9913,1,1,High,1
9913,1,5,High,1
9913,1,10,High,2
9913,1,10,Low,2
9913,4,2,High,1
9914,1,6,Low,1
9914,1,10,Low,1
9915,1,10,Low,1
9915,1,13,Low,2
9915,4,1,High,1
9916,1,0,Low,2
9916,1,5,High,2
9916,1,6,Low,4
9916,1,10,High,4
9916,1,10,Low,6
9916,1,13,Low,4
9917,1,1,High,2
9918,1,1,High,1
9918,1,2,High,1
9918,4,2,High,2
9919,1,1,High,1
9919,1,5,High,1
9919,1,10,High,1
9919,1,10,Low,3
9919,4,1,High,1
9920,1,10,Low,2
9920,4,2,High,1
9921,1,1,High,1
9921,1,1,Low,1
9921,1,5,High,1
9921,1,5,Low,3
9921,1,6,Low,3
9921,1,7,High,3
9921,1,10,Low,4
9921,1,13,Low,1
9921,4,3,High,2
9922,1,1,Low,1
9922,1,5,Low,2
9922,1,6,Low,3
9922,1,10,High,1
9922,1,10,Low,1
9923,1,5,High,1
9923,1,7,High,2
9923,1,7,Low,7
9923,1,10,High,1
9923,1,10,Low,1
9923,1,13,Low,1
9924,1,6,Low,2
9924,1,10,High,1
9924,1,10,Low,1
9924,1,13,Low,1
9925,1,6,Low,2
9925,1,10,High,1
9925,1,10,Low,3
9926,1,5,High,1
9926,1,10,High,2
9926,1,10,Low,3
9926,4,8,High,1
9927,1,1,High,1
9927,1,5,High,1
9927,1,10,Low,3
9928,1,10,Low,2
9929,1,0,Low,1
9929,1,2,High,1
9929,1,6,Low,2
9929,1,10,Low,1
9929,1,15,Low,1
9930,1,10,High,1
9930,1,10,Low,2
9931,1,6,Low,3
9931,1,10,High,1
9931,1,10,Low,1
9932,1,1,High,1
9932,1,6,Low,1
9932,1,10,Low,3
9933,1,5,High,3
9933,1,10,High,2
9933,1,10,Low,1
9934,1,5,High,2
9934,1,6,Low,2
9934,1,10,High,2
9934,1,10,Low,2
9934,4,2,High,1
9935,1,10,Low,2
9936,1,1,High,2
9936,1,10,High,3
9936,1,10,Low,1
9937,1,5,High,2
9937,1,6,Low,2
9937,1,10,High,1
9937,1,10,Low,2
9938,1,10,Low,3
9939,1,1,High,1
9939,1,5,High,1
9939,1,6,Low,2
9939,1,7,Low,1
9939,1,10,Low,7
9940,1,10,Low,4
9941,1,7,High,4
9941,1,10,Low,2
9942,1,1,High,1
9942,1,10,Low,3
9943,1,5,High,2
9943,1,7,High,1
9943,1,10,High,2
9943,1,10,Low,6
9943,1,13,Low,1
9944,1,1,High,4
9944,1,5,High,1
9944,1,7,High,1
9944,1,10,High,7
9944,1,10,Low,6
9944,1,13,Low,1
9944,1,32,High,1
9944,4,2,High,1
9945,1,6,Low,1
9945,1,10,Low,6
9946,1,0,High,1
9946,1,5,High,3
9946,1,10,High,1
9946,1,10,Low,1
9946,1,13,Low,1
9947,1,5,High,3
9947,1,5,Low,1
9947,1,10,High,3
9947,1,10,Low,2
9947,2,10,High,1
9947,4,2,High,1
9948,1,5,High,1
9949,1,5,High,1
9949,1,10,High,7
9949,1,10,Low,4
9950,1,6,Low,1
9950,1,7,Low,2
9950,1,10,Low,1
9950,1,12,High,1
9950,1,12,Low,1
9950,1,13,Low,1
9950,4,13,Low,1
9951,1,1,High,1
9951,1,10,Low,1
9952,1,10,Low,1
9952,4,13,Low,1
9953,1,10,High,1
9953,1,10,Low,2
9953,4,13,Low,1
9954,1,10,High,1
9954,1,10,Low,4
9955,1,2,High,1
9955,1,6,Low,1
9956,1,5,High,2
9956,1,10,High,1
9956,1,10,Low,2
9957,1,5,High,1
9957,1,7,Low,1
9957,1,10,Low,3
9957,1,13,Low,2
9958,1,3,High,1
9958,1,5,High,1
9958,1,10,High,1
9958,1,10,Low,3
9959,1,5,High,4
9959,1,10,High,2
9959,1,10,Low,6
9960,1,5,High,1
9960,1,10,Low,3
9961,1,5,High,2
9961,1,6,Low,5
9961,1,7,High,1
9961,1,10,High,1
9961,1,10,Low,4
9961,1,13,Low,1
9961,4,2,High,2
9961,4,13,Low,1
9962,1,5,High,1
9962,1,6,Low,1
9962,1,10,High,4
9962,1,10,Low,10
9962,4,1,High,1
9963,1,5,High,1
9963,1,6,Low,4
9963,1,10,High,2
9963,1,10,Low,3
9964,1,1,High,1
9964,1,7,High,1
9964,1,10,High,6
9964,1,10,Low,9
9964,3,1,High,1
9964,3,2,High,3
9964,3,12,High,2
9964,4,12,High,1
9965,1,10,Low,3
9965,1,17,High,1
9965,4,13,Low,1
9966,1,6,Low,2
9966,1,10,High,2
9966,1,10,Low,2
9967,1,0,High,1
9967,1,5,Low,1
9967,1,10,High,1
9967,1,10,Low,4
9968,1,10,High,8
9968,1,10,Low,6
9968,1,13,Low,1
9969,1,5,High,5
9969,1,10,High,3
9969,1,10,Low,6
9970,1,0,Low,1
9970,1,1,High,1
9970,1,2,High,2
9970,1,5,High,3
9970,1,6,Low,3
9970,1,10,High,5
9970,1,10,Low,6
9970,1,13,Low,1
9971,1,5,High,2
9971,1,7,Low,1
9971,1,10,High,1
9971,1,10,Low,1
9971,1,12,High,1
9972,1,10,Low,6
9973,1,0,High,1
9973,1,5,High,1
9973,1,10,Low,2
9974,1,1,High,1
9974,1,10,High,1
9974,1,10,Low,3
9975,1,10,Low,2
9976,1,10,High,1
9976,1,10,Low,3
9976,1,13,Low,1
9977,1,1,High,1
9977,1,6,Low,2
9977,1,10,Low,2
9978,1,10,Low,1
9978,1,13,Low,3
9979,1,0,High,1
9979,1,5,High,2
9979,1,6,Low,1
9979,1,10,High,7
9979,1,10,Low,1
9980,1,1,High,1
9980,1,10,High,4
9980,1,10,Low,12
9980,1,12,High,2
9980,2,10,High,1
9980,2,10,Low,1
9981,1,10,High,1
9981,1,10,Low,4
9982,1,5,Low,1
