,customer_no,owner_indic,count,acct_type,utilization,utilization_count,cur_balance_amt,enquiry_count
45139,14108,1,21,1,High,2,0,3
45140,14108,1,21,2,High,1,0,6
45141,14108,3,1,2,High,1,339853,6
45142,14108,4,2,2,High,2,747537,6
45143,14108,1,21,5,High,4,0,17
45144,14108,1,21,5,Low,4,0,17
45145,14108,1,21,10,High,3,168459,12
45146,14108,1,21,10,Low,6,168459,12
45147,14109,1,8,0,Low,1,11760,1
45148,14109,1,8,2,High,1,1507237,2
45149,14109,4,1,2,High,1,0,2
45150,14109,1,8,6,Low,1,13800,1
45151,14109,1,8,10,High,1,36834,7
45152,14109,1,8,10,Low,4,36834,7
45153,14110,1,3,10,High,1,238184,4
45154,14110,1,3,10,Low,2,238184,4
45155,14111,1,5,5,High,2,135557,5
45156,14111,1,5,10,High,2,39206,4
45157,14111,1,5,13,Low,1,0,2
45158,14112,1,7,5,High,1,135000,10
45159,14112,1,7,6,Low,2,17697,2
45160,14112,1,7,10,Low,4,126314,9
45161,14112,2,1,10,High,1,63929,9
45162,14112,4,1,1,High,1,134607,1
45163,14113,1,6,5,High,1,549929,2
45164,14113,1,6,6,Low,2,0,1
45165,14113,1,6,10,High,1,25448,8
45166,14113,1,6,10,Low,2,25448,8
45167,14114,1,4,6,Low,1,7575,1
45168,14114,1,4,10,High,1,12231,5
45169,14114,1,4,10,Low,2,12231,5
45170,14115,1,2,6,Low,2,1459,4
45171,14116,1,2,10,Low,2,9665,7
45172,14117,1,10,2,High,1,2891845,3
45173,14117,4,1,2,High,1,0,3
45174,14117,1,10,3,High,1,516670,1
45175,14117,1,10,10,High,3,1777,2
45176,14117,1,10,10,Low,3,1777,2
45177,14118,1,8,1,High,1,0,3
45178,14118,4,2,1,High,1,770691,3
45179,14118,1,8,10,High,5,1120036,17
45180,14118,1,8,10,Low,2,1120036,17
45181,14118,4,2,2,High,1,593907,3
45182,14119,1,12,10,High,1,37538,20
45183,14119,1,12,10,Low,7,37538,20
45184,14119,1,12,12,High,1,0,1
45185,14120,1,12,5,High,1,50613,6
45186,14120,1,12,5,Low,1,50613,6
45187,14120,1,12,6,Low,1,12000,1
45188,14120,1,12,10,High,3,77986,20
45189,14120,1,12,10,Low,3,77986,20
45190,14120,1,12,13,Low,3,0,2
45191,14121,1,6,2,High,1,738319,2
45192,14121,1,6,5,High,1,0,3
45193,14121,1,6,10,High,1,118577,5
45194,14121,1,6,10,Low,3,118577,5
45195,14122,1,10,6,Low,4,2530,1
45196,14122,1,10,10,High,2,65061,14
45197,14122,1,10,10,Low,1,65061,14
45198,14122,1,10,13,Low,2,0,1
45199,14123,1,14,0,Low,1,44000,2
45200,14123,1,14,1,High,2,110289,2
45201,14123,1,14,6,Low,5,0,5
45202,14123,1,14,10,High,2,293853,13
45203,14123,1,14,10,Low,4,293853,13
45204,14124,1,9,5,High,1,71563,3
45205,14124,1,9,8,High,2,583814,2
45206,14124,1,9,10,High,1,82422,13
45207,14124,1,9,10,Low,4,82422,13
45208,14125,1,7,0,Low,1,0,1
45209,14125,1,7,5,High,1,142173,2
45210,14125,1,7,10,High,2,74666,10
45211,14125,1,7,10,Low,1,74666,10
45212,14125,1,7,13,Low,1,14256,1
45213,14126,1,13,6,Low,5,0,4
45214,14126,1,13,10,High,1,37573,25
45215,14126,1,13,10,Low,6,37573,25
45216,14126,2,1,10,High,1,0,25
45217,14127,1,4,10,High,1,185413,29
45218,14127,1,4,10,Low,1,185413,29
45219,14127,1,4,13,Low,1,0,1
45220,14128,1,4,10,High,1,21325,9
45221,14128,1,4,10,Low,2,21325,9
45222,14128,1,4,13,Low,1,0,1
45223,14129,1,3,10,High,1,31483,8
45224,14129,1,3,10,Low,2,31483,8
45225,14130,1,2,10,Low,2,18612,5
45226,14131,1,4,10,High,1,47146,2
45227,14131,1,4,10,Low,2,47146,2
45228,14131,1,4,13,Low,1,0,3
45229,14132,1,12,5,High,1,97970,3
45230,14132,1,12,10,High,5,181643,50
45231,14132,1,12,10,Low,3,181643,50
45232,14132,1,12,13,Low,3,13990,3
45233,14133,1,14,1,High,1,0,5
45234,14133,1,14,5,High,3,0,4
45235,14133,1,14,10,High,3,80540,27
45236,14133,1,14,10,Low,7,80540,27
45237,14133,2,1,10,High,1,-91,27
45238,14133,4,3,2,High,3,1880268,4
45239,14134,1,2,10,Low,2,19787,3
45240,14135,1,3,2,High,1,14072026,1
45241,14135,1,3,10,High,1,97420,5
45242,14135,1,3,10,Low,1,97420,5
45243,14135,4,2,3,High,2,0,5
45244,14137,1,2,10,Low,2,25261,4
45245,14138,1,2,10,Low,2,87292,5
45246,14139,1,3,10,Low,3,7333,5
45247,14140,1,22,6,Low,20,29050,17
45248,14140,1,22,13,Low,2,0,4
45249,14141,1,3,10,Low,2,71387,2
45250,14141,1,3,13,Low,1,11604,4
45251,14142,1,2,10,High,1,75832,24
45252,14142,1,2,10,Low,1,75832,24
45253,14143,1,3,10,High,3,188436,7
45254,14144,1,2,10,Low,1,8031,4
45255,14144,1,2,13,Low,1,0,2
45256,14145,1,27,0,High,1,383,4
45257,14145,1,27,1,High,1,205356,2
45258,14145,1,27,2,High,1,1981983,3
45259,14145,1,27,5,High,2,0,6
45260,14145,1,27,5,Low,1,0,6
45261,14145,1,27,6,High,1,28231,2
45262,14145,1,27,6,Low,5,28231,2
45263,14145,1,27,10,High,3,155411,13
45264,14145,1,27,10,Low,11,155411,13
45265,14146,1,5,5,High,1,133536,4
45266,14146,1,5,10,Low,3,23968,6
45267,14146,1,5,13,Low,1,0,2
45268,14147,1,2,10,Low,2,22869,5
45269,14148,1,6,10,High,2,17454,14
45270,14148,1,6,10,Low,4,17454,14
45271,14149,1,5,5,High,2,252826,7
45272,14149,1,5,10,Low,3,5118,7
45273,14150,1,10,5,High,2,0,4
45274,14150,1,10,10,High,1,44940,12
45275,14150,1,10,10,Low,3,44940,12
45276,14151,1,6,1,High,1,82260,1
45277,14151,1,6,10,High,1,360105,4
45278,14151,1,6,10,Low,2,360105,4
45279,14151,1,6,13,Low,1,0,1
45280,14151,1,6,51,High,1,0,1
45281,14152,1,3,5,High,1,133191,4
45282,14152,1,3,6,Low,1,0,1
45283,14152,1,3,10,Low,1,16916,8
45284,14153,1,3,5,High,1,83289,1
45285,14153,1,3,10,High,1,195490,2
45286,14153,1,3,10,Low,1,195490,2
45287,14154,1,2,10,Low,1,32069,8
45288,14154,1,2,13,Low,1,28414,1
45289,14155,1,2,10,Low,2,30011,2
45290,14156,1,5,5,Low,1,2892,1
45291,14156,1,5,6,Low,1,0,1
45292,14156,1,5,13,Low,2,0,4
45293,14156,3,1,1,High,1,51092,2
45294,14157,1,4,5,High,1,7351,3
45295,14157,1,4,10,High,1,4801,9
45296,14157,1,4,10,Low,1,4801,9
45297,14158,1,28,1,High,3,0,4
45298,14158,1,28,2,High,2,2031393,10
45299,14158,4,2,2,High,2,2718660,10
45300,14158,1,28,5,High,1,0,1
45301,14158,1,28,5,Low,2,0,1
45302,14158,1,28,10,High,6,107940,21
45303,14158,1,28,10,Low,13,107940,21
45304,14159,1,2,10,Low,2,133905,3
45305,14160,1,3,10,Low,3,34861,7
45306,14161,1,15,7,High,2,148000,7
45307,14161,1,15,7,Low,11,148000,7
45308,14161,1,15,10,Low,2,4311,2
45309,14162,1,2,10,Low,2,35435,12
45310,14163,1,4,1,High,1,236396,4
45311,14163,1,4,10,Low,2,3762,2
45312,14164,1,4,10,High,2,78802,11
45313,14164,1,4,10,Low,2,78802,11
45314,14165,1,2,10,Low,1,39400,6
45315,14165,1,2,13,Low,1,0,1
45316,14166,1,6,0,High,1,0,1
45317,14166,1,6,2,High,1,346232,1
45318,14166,4,1,2,High,1,583171,1
45319,14166,1,6,10,High,1,42332,10
45320,14166,1,6,10,Low,3,42332,10
45321,14166,2,2,10,High,2,0,10
45322,14167,1,14,1,High,1,0,1
45323,14167,1,14,5,Low,2,0,6
45324,14167,1,14,6,Low,4,0,3
45325,14167,1,14,10,High,2,364662,3
45326,14167,1,14,10,Low,4,364662,3
45327,14167,1,14,13,Low,1,0,2
45328,14168,1,6,10,High,1,1286,27
45329,14168,1,6,10,Low,4,1286,27
45330,14169,1,8,10,High,1,146523,7
45331,14169,1,8,10,Low,3,146523,7
45332,14169,1,8,13,Low,2,0,2
45333,14169,4,1,13,Low,1,0,2
45334,14170,1,6,5,Low,1,0,2
45335,14170,1,6,10,Low,4,51697,9
45336,14170,1,6,13,Low,1,0,1
45337,14172,1,9,0,High,1,99086,1
45338,14172,1,9,5,High,3,219427,6
45339,14172,1,9,10,High,3,77087,14
45340,14172,1,9,10,Low,2,77087,14
45341,14173,1,13,5,High,2,166790,6
45342,14173,1,13,5,Low,1,166790,6
45343,14173,1,13,6,Low,3,8200,4
45344,14173,1,13,7,High,2,0,1
45345,14173,1,13,7,Low,1,0,1
45346,14173,1,13,10,High,1,28537,14
45347,14173,1,13,10,Low,2,28537,14
45348,14173,1,13,13,Low,1,0,1
45349,14174,1,11,5,High,2,0,7
45350,14174,1,11,10,High,2,242133,16
45351,14174,1,11,10,Low,6,242133,16
45352,14175,1,31,1,High,3,-13060,1
45353,14175,1,31,2,High,1,526475,10
45354,14175,4,3,2,High,3,1378295,10
45355,14175,1,31,5,High,12,0,38
45356,14175,1,31,5,Low,1,0,38
45357,14175,1,31,10,High,4,160616,12
45358,14175,1,31,10,Low,6,160616,12
45359,14175,1,31,51,High,1,0,1
45360,14176,1,6,0,High,2,99198,1
45361,14176,1,6,10,High,1,10503,3
45362,14176,1,6,10,Low,1,10503,3
45363,14177,1,5,1,High,1,76638,1
45364,14177,1,5,10,High,1,20426,2
45365,14177,1,5,10,Low,1,20426,2
45366,14177,1,5,13,Low,2,28983,2
45367,14178,1,2,10,High,1,122382,3
45368,14178,1,2,10,Low,1,122382,3
45369,14179,1,10,10,Low,3,20815,6
45370,14180,1,1,10,High,1,-3534,1
45371,14181,1,3,5,Low,1,41194,1
45372,14181,1,3,6,Low,1,11000,1
45373,14181,1,3,10,Low,1,607,5
45374,14182,1,21,5,High,1,0,10
45375,14182,1,21,5,Low,1,0,10
45376,14182,1,21,10,High,7,178438,24
45377,14182,1,21,10,Low,11,178438,24
45378,14183,1,2,10,Low,2,64045,6
45379,14183,4,1,2,High,1,983889,1
45380,14184,1,11,5,High,1,21090,4
45381,14184,1,11,5,Low,1,21090,4
45382,14184,1,11,6,Low,5,2869,1
45383,14184,1,11,10,High,2,0,19
45384,14184,1,11,10,Low,1,0,19
45385,14184,1,11,13,Low,1,0,3
45386,14185,1,6,10,High,1,156581,7
45387,14185,1,6,10,Low,3,156581,7
45388,14185,1,6,13,Low,1,0,1
45389,14186,1,6,1,High,2,0,4
45390,14186,1,6,10,Low,1,24304,4
45391,14186,1,6,13,High,1,6500,2
45392,14186,1,6,13,Low,2,6500,2
45393,14187,1,10,0,Low,1,28700,1
45394,14187,1,10,5,High,1,122000,2
45395,14187,1,10,6,Low,4,0,4
45396,14187,1,10,10,High,1,59786,5
45397,14187,1,10,10,Low,3,59786,5
45398,14188,1,10,10,High,3,195073,16
45399,14188,1,10,10,Low,7,195073,16
45400,14189,1,5,0,High,1,177193,1
45401,14189,1,5,5,High,1,0,4
45402,14189,1,5,10,High,1,87367,15
45403,14189,1,5,10,Low,1,87367,15
45404,14190,1,21,5,High,2,0,7
45405,14190,1,21,10,High,3,84485,14
45406,14190,1,21,10,Low,9,84485,14
45407,14190,4,5,2,High,1,0,3
45408,14191,1,4,2,High,1,3204884,6
45409,14191,4,1,2,High,1,1909899,6
45410,14191,1,4,10,High,1,54577,8
45411,14191,1,4,10,Low,2,54577,8
45412,14192,1,3,10,Low,2,14247,4
45413,14192,1,3,13,Low,1,37999,1
45414,14193,1,4,6,Low,2,0,1
45415,14193,1,4,10,Low,2,6454,8
45416,14194,1,2,0,Low,1,0,1
45417,14194,1,2,10,Low,1,12000,1
45418,14195,1,8,2,High,1,2063749,3
45419,14195,1,8,5,High,1,82816,2
45420,14195,1,8,6,Low,4,6037,2
45421,14195,1,8,10,Low,2,18834,4
45422,14196,1,17,1,High,2,39008,3
45423,14196,1,17,1,Low,1,39008,3
45424,14196,1,17,5,High,2,122543,7
45425,14196,1,17,5,Low,2,122543,7
45426,14196,1,17,10,High,5,246562,15
45427,14196,1,17,10,Low,1,246562,15
45428,14196,1,17,13,High,1,4201,1
45429,14197,1,3,5,High,1,23955,1
45430,14197,1,3,10,Low,2,40127,7
45431,14198,1,15,1,High,2,272973,3
45432,14198,1,15,5,High,2,0,7
45433,14198,1,15,5,Low,2,0,7
45434,14198,1,15,10,High,3,191935,9
45435,14198,1,15,10,Low,3,191935,9
45436,14198,1,15,13,Low,3,0,2
45437,14199,1,2,10,Low,2,36813,6
45438,14200,1,3,10,High,1,48118,5
45439,14200,1,3,10,Low,2,48118,5
45440,14200,4,1,1,High,1,203521,1
45441,14201,1,10,1,Low,1,0,3
45442,14201,1,10,5,Low,1,0,4
45443,14201,1,10,10,High,3,40329,29
45444,14201,1,10,10,Low,2,40329,29
45445,14201,1,10,13,Low,3,206,2
45446,14202,1,8,1,High,1,14283,3
45447,14202,1,8,1,Low,1,14283,3
45448,14202,1,8,5,High,1,5641,4
45449,14202,1,8,6,Low,3,0,2
45450,14202,1,8,10,High,1,64873,4
45451,14202,1,8,10,Low,1,64873,4
45452,14203,1,15,1,High,2,965186,4
45453,14203,4,1,1,High,1,0,4
45454,14203,1,15,10,High,8,0,41
45455,14203,1,15,10,Low,3,0,41
45456,14203,2,3,10,High,2,239016,41
45457,14203,2,3,10,Low,1,239016,41
45458,14204,1,6,1,High,1,256615,2
45459,14204,1,6,1,Low,1,256615,2
45460,14204,1,6,10,Low,2,87087,2
45461,14204,1,6,13,High,1,11832,4
45462,14204,1,6,13,Low,1,11832,4
45463,14205,1,3,10,Low,2,43153,3
45464,14206,1,11,1,High,3,364050,8
45465,14206,1,11,10,High,4,172484,13
45466,14206,1,11,10,Low,2,172484,13
45467,14206,1,11,13,Low,1,0,1
45468,14206,1,11,51,High,1,0,1
45469,14207,1,3,1,High,1,102255,5
45470,14207,1,3,10,Low,2,21824,3
45471,14207,3,2,0,High,2,2076028,3
45472,14207,4,1,5,High,1,62609,6
45473,14208,1,9,1,High,1,0,2
45474,14208,1,9,5,Low,1,0,1
45475,14208,1,9,10,High,1,93953,9
45476,14208,1,9,10,Low,4,93953,9
45477,14209,1,3,1,High,1,173873,2
45478,14209,1,3,10,Low,1,6560,5
45479,14210,1,1,5,High,1,144623,5
45480,14211,1,8,1,High,2,0,2
45481,14211,1,8,10,High,1,75789,10
45482,14211,1,8,10,Low,5,75789,10
45483,14212,1,4,10,High,1,157481,4
45484,14212,1,4,10,Low,3,157481,4
45485,14213,1,5,10,Low,5,55362,5
45486,14213,4,1,2,High,1,778987,1
45487,14214,1,14,10,High,4,484096,12
45488,14214,1,14,10,Low,2,484096,12
45489,14215,1,7,5,High,1,0,7
45490,14215,1,7,10,High,2,4090,31
45491,14216,1,32,1,High,3,677079,7
45492,14216,1,32,2,High,5,6645869,12
45493,14216,4,1,2,High,1,0,12
45494,14216,1,32,5,High,3,0,7
45495,14216,1,32,10,High,7,74749,15
45496,14216,1,32,10,Low,11,74749,15
45497,14216,2,1,10,Low,1,895,15
45498,14216,1,32,51,High,1,-1,6
45499,14217,1,6,5,High,1,98094,2
45500,14217,1,6,10,Low,3,41523,5
45501,14218,1,3,10,Low,3,140514,2
45502,14219,1,12,5,High,5,556749,45
45503,14219,1,12,10,High,4,90490,35
45504,14219,1,12,10,Low,3,90490,35
45505,14220,1,9,6,Low,3,12328,2
45506,14220,1,9,10,Balanced,1,89203,44
45507,14220,1,9,10,High,2,89203,44
45508,14220,1,9,10,Low,2,89203,44
45509,14220,1,9,13,Low,1,0,1
45510,14221,1,8,10,High,2,32945,14
45511,14221,1,8,10,Low,6,32945,14
45512,14221,2,1,10,High,1,0,14
45513,14222,1,11,5,High,1,500000,17
45514,14222,1,11,5,Low,1,500000,17
45515,14222,1,11,7,Low,6,0,2
45516,14222,1,11,10,High,1,1027,10
45517,14222,1,11,10,Low,2,1027,10
45518,14223,1,8,5,High,1,147947,5
45519,14223,1,8,6,Low,4,0,1
45520,14223,1,8,10,High,3,187038,2
45521,14224,1,9,0,High,2,98234,4
45522,14224,1,9,10,High,4,153685,13
45523,14225,1,6,6,Low,1,0,1
45524,14225,1,6,10,Low,3,11746,4
45525,14225,1,6,13,Low,1,0,1
45526,14226,1,4,5,High,2,225367,7
45527,14226,1,4,10,Low,2,10973,10
45528,14227,1,2,6,Low,2,18750,2
45529,14228,1,28,1,High,4,1347524,15
45530,14228,1,28,5,High,2,190393,7
45531,14228,1,28,6,Low,12,17300,7
45532,14228,1,28,10,Low,5,134492,16
45533,14228,1,28,13,Low,1,0,2
45534,14229,1,3,10,High,1,-3920,5
45535,14229,1,3,10,Low,2,-3920,5
45536,14229,2,1,10,Low,1,27330,5
45537,14230,1,4,10,High,1,76578,9
45538,14230,1,4,10,Low,3,76578,9
45539,14230,4,1,2,High,1,3930730,2
45540,14231,1,24,5,High,2,66569,5
45541,14231,1,24,5,Low,1,66569,5
45542,14231,1,24,6,Low,2,0,1
45543,14231,1,24,10,High,5,330410,27
45544,14231,1,24,10,Low,12,330410,27
45545,14231,2,2,10,Low,2,0,27
45546,14231,1,24,51,High,1,0,1
45547,14232,1,3,7,High,2,443000,2
45548,14232,1,3,10,High,1,915,4
45549,14233,1,6,1,High,1,437452,2
45550,14233,1,6,10,High,2,128352,6
45551,14233,1,6,10,Low,2,128352,6
45552,14233,1,6,13,Low,1,0,1
45553,14234,1,7,5,High,1,0,5
45554,14234,1,7,5,Low,1,0,5
45555,14234,4,3,5,High,3,268347,5
45556,14234,1,7,10,High,1,11103,14
45557,14234,1,7,10,Low,2,11103,14
45558,14235,1,7,0,High,1,1785,3
45559,14235,1,7,1,High,2,285909,6
45560,14235,1,7,10,Low,3,10048,15
45561,14235,2,1,10,Low,1,0,15
45562,14235,1,7,13,Low,1,9956,2
45563,14236,1,2,10,High,2,42322,4
45564,14236,4,1,1,High,1,3599028,2
45565,14237,1,6,1,High,1,0,1
45566,14237,1,6,6,Low,2,0,1
45567,14237,1,6,10,Low,3,6453,4
45568,14237,4,1,2,High,1,1957877,3
45569,14238,4,1,2,High,1,3825135,2
45570,14239,1,12,2,High,1,0,16
45571,14239,4,1,2,High,1,3848122,16
45572,14239,1,12,5,High,3,229074,5
45573,14239,1,12,6,Low,3,16915,1
45574,14239,1,12,10,High,3,4001,4
45575,14239,1,12,10,Low,2,4001,4
45576,14240,1,17,5,High,4,395805,13
45577,14240,1,17,5,Low,1,395805,13
45578,14240,1,17,10,High,4,141842,27
45579,14240,1,17,10,Low,7,141842,27
45580,14240,1,17,13,Low,1,0,2
45581,14241,1,6,0,High,2,206708,6
45582,14241,1,6,5,Low,2,0,8
45583,14241,4,2,2,High,2,2304988,6
45584,14242,1,7,5,High,2,146518,8
45585,14242,1,7,7,Low,1,0,1
45586,14242,1,7,10,Low,4,26182,10
45587,14243,1,5,10,Low,5,118419,6
45588,14243,2,1,10,Low,1,-1,6
45589,14244,1,6,6,Low,3,59257,2
45590,14244,1,6,10,High,2,170170,8
45591,14244,1,6,10,Low,1,170170,8
45592,14245,1,2,10,High,1,113967,12
45593,14245,1,2,10,Low,1,113967,12
45594,14245,3,1,2,High,1,1289664,1
45595,14246,1,3,10,Low,3,5455,14
45596,14247,1,2,10,Low,1,14583,5
45597,14247,1,2,13,Low,1,0,2
45598,14248,1,6,6,Low,1,0,1
45599,14248,1,6,10,Low,5,110914,9
45600,14248,4,1,2,High,1,828724,2
45601,14249,1,5,10,Low,2,75294,3
45602,14250,1,8,1,High,1,0,2
45603,14250,1,8,2,High,1,1122150,6
45604,14250,1,8,5,High,1,0,9
45605,14250,1,8,6,Low,1,0,1
45606,14250,1,8,10,High,1,43924,10
45607,14250,1,8,10,Low,3,43924,10
45608,14251,1,17,10,Balanced,3,247854,30
45609,14251,1,17,10,High,7,247854,30
45610,14251,1,17,10,Low,6,247854,30
45611,14251,1,17,13,Low,1,15516,5
45612,14252,1,11,2,High,1,1547186,3
45613,14252,1,11,5,High,1,92948,8
45614,14252,1,11,6,Low,2,0,2
45615,14252,1,11,10,High,1,56884,10
45616,14252,1,11,10,Low,3,56884,10
45617,14253,1,1,10,Low,1,374,4
45618,14255,1,1,6,Low,1,2990,1
45619,14255,4,4,1,High,4,529833,4
45620,14256,1,6,5,Low,1,63068,3
45621,14256,1,6,10,High,2,54255,3
45622,14256,1,6,13,Low,1,43000,1
45623,14257,1,14,1,High,2,486960,1
45624,14257,1,14,5,High,5,246375,14
45625,14257,1,14,5,Low,1,246375,14
45626,14257,1,14,6,Low,3,0,1
45627,14257,1,14,10,High,1,11771,10
45628,14257,1,14,10,Low,2,11771,10
45629,14257,2,1,10,High,1,0,10
45630,14258,1,9,5,High,1,364685,7
45631,14258,1,9,5,Low,1,364685,7
45632,14258,1,9,6,Low,3,13000,2
45633,14258,1,9,10,Low,3,24602,7
45634,14259,1,10,5,High,4,145831,7
45635,14259,1,10,10,High,2,386742,20
45636,14259,1,10,10,Low,4,386742,20
45637,14260,1,4,10,Low,4,30287,6
45638,14261,1,10,10,High,5,50002,9
45639,14261,1,10,10,Low,5,50002,9
45640,14262,1,2,10,Low,1,70000,1
45641,14263,1,6,10,Low,6,120483,10
45642,14264,1,6,1,High,1,148516,6
45643,14264,1,6,5,Low,1,0,9
45644,14264,1,6,6,Low,3,0,2
45645,14264,1,6,10,Low,1,0,31
45646,14265,1,13,2,High,1,2774106,5
45647,14265,1,13,10,High,2,17131,32
45648,14265,1,13,10,Low,10,17131,32
45649,14266,1,3,10,High,1,31778,4
45650,14266,1,3,10,Low,2,31778,4
45651,14267,1,3,10,Low,2,25446,3
45652,14267,1,3,13,Low,1,0,1
45653,14268,1,13,2,High,1,1849587,2
45654,14268,1,13,5,High,1,0,6
45655,14268,1,13,5,Low,1,0,6
45656,14268,1,13,6,Low,3,16400,1
45657,14268,1,13,10,High,1,99689,6
45658,14268,1,13,10,Low,4,99689,6
45659,14268,1,13,51,High,1,0,1
45660,14269,1,4,1,High,1,257081,3
45661,14269,1,4,6,Low,1,0,1
45662,14269,1,4,10,Low,2,46108,9
45663,14271,1,3,10,Low,2,27791,3
45664,14271,1,3,13,Low,1,95760,1
45665,14272,1,10,6,Low,2,0,5
45666,14272,1,10,10,High,2,65578,8
45667,14272,1,10,10,Low,4,65578,8
45668,14272,1,10,13,Low,2,0,4
45669,14273,1,11,5,High,1,0,1
45670,14273,1,11,10,High,3,42719,8
45671,14273,1,11,10,Low,3,42719,8
45672,14273,1,11,13,Low,4,0,4
45673,14274,1,2,10,High,1,4172,4
45674,14274,1,2,10,Low,1,4172,4
45675,14275,1,7,10,High,2,53908,15
45676,14275,1,7,10,Low,4,53908,15
45677,14276,1,8,5,High,1,0,2
45678,14276,1,8,6,Low,3,0,1
45679,14276,1,8,10,High,2,30881,34
45680,14276,1,8,10,Low,1,30881,34
45681,14276,1,8,13,Low,1,0,1
45682,14277,1,3,1,High,1,722017,5
45683,14277,3,1,1,High,1,0,5
45684,14277,1,3,10,Low,1,21667,2
45685,14278,1,12,5,High,2,0,9
45686,14278,1,12,5,Low,2,0,9
45687,14278,1,12,6,Low,3,6316,4
45688,14278,1,12,10,High,3,260971,6
45689,14278,1,12,10,Low,1,260971,6
45690,14278,4,2,2,High,2,0,1
45691,14279,1,3,6,Low,1,10361,1
45692,14279,1,3,10,Low,2,17798,2
45693,14280,1,10,5,High,3,313059,5
45694,14280,1,10,6,Low,2,0,1
45695,14280,1,10,10,High,1,9532,16
45696,14280,1,10,10,Low,2,9532,16
45697,14280,4,1,13,Low,1,0,1
45698,14281,1,3,6,Low,1,16330,1
45699,14281,1,3,7,High,1,0,2
45700,14281,1,3,7,Low,1,0,2
45701,14282,1,10,2,High,1,1770457,6
45702,14282,4,2,2,High,2,0,6
45703,14282,1,10,5,High,1,71000,8
45704,14282,1,10,5,Low,1,71000,8
45705,14282,1,10,10,High,3,59418,13
45706,14282,1,10,10,Low,4,59418,13
45707,14283,1,6,10,High,3,663821,24
45708,14283,1,6,10,Low,3,663821,24
45709,14283,2,1,10,Low,1,6246,24
45710,14284,1,3,10,High,2,18617,8
45711,14284,1,3,10,Low,1,18617,8
45712,14285,1,1,10,Low,1,57730,2
45713,14286,1,1,10,High,1,82027,6
45714,14287,1,2,10,Low,2,57098,3
45715,14288,1,1,10,High,1,18326,7
45716,14289,1,3,5,High,1,191145,1
45717,14289,1,3,10,Low,1,4627,3
45718,14289,1,3,13,Low,1,0,2
45719,14290,1,5,5,High,1,137412,2
45720,14290,1,5,10,High,2,110761,3
45721,14290,1,5,10,Low,1,110761,3
45722,14291,1,11,6,Low,9,14000,4
45723,14291,1,11,10,Low,2,34411,4
45724,14292,1,4,5,High,1,111494,1
45725,14292,1,4,7,High,1,15000,3
45726,14292,1,4,7,Low,1,15000,3
45727,14292,1,4,10,Low,1,24628,11
45728,14293,1,7,5,High,1,167502,22
45729,14293,1,7,6,Low,2,13335,3
45730,14293,1,7,10,Low,4,40953,37
45731,14294,1,2,10,High,1,0,8
45732,14294,1,2,10,Low,1,0,8
45733,14294,3,1,0,High,1,9035611,5
45734,14294,4,3,2,High,1,4648342,9
45735,14294,4,3,3,High,2,10852844,8
45736,14295,1,4,1,High,1,314016,1
45737,14295,1,4,6,Low,1,0,1
45738,14295,1,4,10,High,1,13867,3
45739,14296,1,5,2,High,1,959145,1
45740,14296,1,5,10,High,1,78435,9
45741,14296,1,5,10,Low,2,78435,9
45742,14296,1,5,13,Low,1,60240,1
45743,14296,4,1,1,High,1,230241,1
45744,14297,1,10,5,High,5,388040,11
45745,14297,1,10,10,High,2,129682,6
45746,14297,1,10,10,Low,2,129682,6
45747,14298,1,2,10,Low,2,48083,3
45748,14299,1,4,5,High,1,203674,8
45749,14299,1,4,6,Low,2,22455,1
45750,14299,1,4,10,High,1,34062,8
45751,14300,1,19,0,Low,1,38502,1
45752,14300,1,19,5,Low,2,0,6
45753,14300,1,19,10,High,10,499651,36
45754,14300,1,19,10,Low,6,499651,36
45755,14300,2,1,10,High,1,0,36
45756,14301,1,7,5,High,2,402759,4
45757,14301,1,7,5,Low,1,402759,4
45758,14301,1,7,6,Low,1,31230,1
45759,14301,1,7,10,High,2,167866,5
45760,14301,1,7,13,Low,1,0,1
45761,14302,1,5,0,High,1,98556,4
45762,14302,1,5,6,Low,2,0,2
45763,14302,1,5,10,High,1,0,15
45764,14303,1,4,6,Low,1,0,2
45765,14303,1,4,10,Low,3,55308,15
45766,14303,4,1,1,High,1,209620,1
45767,14304,1,4,1,High,1,32833,2
45768,14304,1,4,10,Low,3,84100,2
45769,14305,1,3,10,Low,3,47097,6
45770,14305,4,1,2,High,1,248423,3
45771,14306,1,12,7,High,6,91700,2
45772,14306,1,12,10,High,2,62709,11
45773,14306,1,12,10,Low,4,62709,11
45774,14307,1,7,10,Low,2,12390,3
45775,14307,1,7,13,Low,1,0,2
45776,14308,1,3,1,High,1,218334,2
45777,14308,1,3,10,High,1,120080,3
45778,14308,1,3,10,Low,1,120080,3
45779,14309,1,2,10,Low,2,4747,2
45780,14310,1,4,5,High,2,140451,4
45781,14310,1,4,10,Low,2,7872,8
45782,14311,1,4,6,Low,1,22664,1
45783,14311,1,4,10,Low,2,19170,16
45784,14311,1,4,13,Low,1,0,3
45785,14312,1,10,10,Low,6,8146,8
45786,14313,1,3,0,Low,1,14450,1
45787,14313,1,3,5,High,1,89413,3
45788,14313,1,3,6,Low,1,0,3
45789,14314,1,5,6,Low,2,37076,2
45790,14314,1,5,10,Low,1,24785,8
45791,14314,1,5,13,Low,1,0,2
45792,14315,1,9,1,High,1,0,3
